Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9588,1.0000,0.4060
1,cable,100.00,0.9846,0.9721,0.9915,0.6525
2,capsule,100.00,0.8672,0.9835,0.9697,0.3115
3,carpet,100.00,0.9876,0.9801,0.9965,0.3808
4,grid,100.00,0.9825,0.9747,0.9946,0.1946
5,hazelnut,100.00,1.0000,0.9835,1.0000,0.4746
6,leather,100.00,1.0000,0.9806,1.0000,0.2180
7,metal_nut,100.00,0.9995,0.9823,0.9999,0.8471
8,pill,100.00,0.9716,0.9874,0.9950,0.8087
9,screw,100.00,0.7530,0.9702,0.9018,0.1493
10,tile,100.00,1.0000,0.9555,1.0000,0.6603
11,toothbrush,100.00,0.8806,0.9782,0.9467,0.3558
12,transistor,100.00,1.0000,0.9590,1.0000,0.6331
13,wood,100.00,0.9895,0.9149,0.9968,0.2901
14,zipper,100.00,0.9898,0.9741,0.9973,0.3094
Mean,Overall,100.00,0.9604*,0.9703*,0.9860*,0.4461*
