Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9829,1.0000,0.7227
1,cable,100.00,0.9901,0.9757,0.9949,0.6178
2,capsule,100.00,0.9645,0.9864,0.9919,0.3920
3,carpet,100.00,0.9952,0.9897,0.9986,0.6334
4,grid,100.00,0.9908,0.9767,0.9968,0.2660
5,hazelnut,100.00,1.0000,0.9872,1.0000,0.5898
6,leather,100.00,1.0000,0.9933,1.0000,0.4458
7,metal_nut,100.00,1.0000,0.9734,1.0000,0.7720
8,pill,100.00,0.9888,0.9903,0.9981,0.8235
9,screw,100.00,0.9098,0.9794,0.9644,0.2105
10,tile,100.00,1.0000,0.9678,1.0000,0.6819
11,toothbrush,100.00,0.9028,0.9838,0.9570,0.5333
12,transistor,100.00,0.9946,0.9713,0.9916,0.6584
13,wood,100.00,0.9886,0.9423,0.9964,0.4720
14,zipper,100.00,0.9919,0.9748,0.9979,0.3513
Mean,Overall,100.00,0.9811*,0.9783*,0.9925*,0.5447*
