class_name,task_id,img_auc,pixel_auc,is_current_task,routing_accuracy
bottle,0,1.0,0.9837769859218566,False,1.0
cable,1,0.9838830584707646,0.9740870053629003,False,1.0
capsule,2,0.947746310331073,0.9865534345860275,False,1.0
carpet,3,0.992776886035313,0.989615278353196,False,1.0
grid,4,0.9782790309106099,0.9768570212923233,False,1.0
hazelnut,5,1.0,0.9874309587249337,False,1.0
leather,6,1.0,0.9933599862158762,False,1.0
metal_nut,7,1.0,0.9706657003072938,False,1.0
pill,8,0.9888161483906165,0.9896175560844261,False,1.0
screw,9,0.9048985447837672,0.9781466961624262,False,1.0
tile,10,1.0,0.9709556466000123,False,1.0
toothbrush,11,0.9055555555555557,0.9850539707073214,False,1.0
transistor,12,0.9945833333333334,0.9704882777617375,False,1.0
wood,13,0.9789473684210527,0.9408855504764754,True,1.0
Average,,0.976820445445149,0.9783924334683433,,1.0
Task_0_Average,0,1.0,0.9837769859218566,,1.0
Task_1_Average,1,0.9838830584707646,0.9740870053629003,,1.0
Task_2_Average,2,0.947746310331073,0.9865534345860275,,1.0
Task_3_Average,3,0.992776886035313,0.989615278353196,,1.0
Task_4_Average,4,0.9782790309106099,0.9768570212923233,,1.0
Task_5_Average,5,1.0,0.9874309587249337,,1.0
Task_6_Average,6,1.0,0.9933599862158762,,1.0
Task_7_Average,7,1.0,0.9706657003072938,,1.0
Task_8_Average,8,0.9888161483906165,0.9896175560844261,,1.0
Task_9_Average,9,0.9048985447837672,0.9781466961624262,,1.0
Task_10_Average,10,1.0,0.9709556466000123,,1.0
Task_11_Average,11,0.9055555555555557,0.9850539707073214,,1.0
Task_12_Average,12,0.9945833333333334,0.9704882777617375,,1.0
Task_13_Average,13,0.9789473684210527,0.9408855504764754,,1.0
