Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9841,1.0000,0.7473
1,cable,100.00,0.9897,0.9758,0.9939,0.6560
2,capsule,100.00,0.9541,0.9865,0.9896,0.4203
3,carpet,100.00,0.9944,0.9899,0.9984,0.6384
4,grid,100.00,0.9833,0.9766,0.9944,0.2622
5,hazelnut,100.00,0.9996,0.9874,0.9998,0.5938
6,leather,100.00,1.0000,0.9936,1.0000,0.4594
7,metal_nut,100.00,1.0000,0.9718,1.0000,0.7600
8,pill,100.00,0.9902,0.9896,0.9984,0.8103
9,screw,100.00,0.9121,0.9766,0.9633,0.2277
10,tile,100.00,1.0000,0.9694,1.0000,0.7173
11,toothbrush,100.00,0.8889,0.9845,0.9478,0.6112
12,transistor,100.00,0.9954,0.9670,0.9923,0.6473
13,wood,100.00,0.9798,0.9418,0.9936,0.4815
14,zipper,100.00,0.9882,0.9745,0.9968,0.3526
Mean,Overall,100.00,0.9784*,0.9780*,0.9912*,0.5590*
