timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-31 07:06:09,4,59,1.0,0.9694057526961817,1.0,0.9795727136431784,0.9675409540405425,1.0,0.8974870362983646,0.9855825544102771,1.0,0.8352121336339413,0.97273831696596,1.0,0.8861111111111112,0.9852282087429878,1.0,0.919676598937319,0.9760991573711898,1.0
