Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,candle,100.00,0.8619,0.9858,0.8515,0.1622
1,capsules,100.00,0.7077,0.9380,0.8123,0.2156
2,cashew,100.00,0.8686,0.9759,0.9359,0.4405
3,chewinggum,100.00,0.9574,0.9868,0.9812,0.3153
4,fryum,100.00,0.9598,0.9479,0.9813,0.4316
5,macaroni1,100.00,0.7866,0.9656,0.7933,0.0597
6,macaroni2,100.00,0.7078,0.9552,0.6795,0.0091
7,pcb1,100.00,0.8693,0.9880,0.8569,0.5551
8,pcb2,100.00,0.8066,0.9445,0.8274,0.0916
9,pcb3,100.00,0.8187,0.9790,0.8328,0.2695
10,pcb4,100.00,0.9681,0.9722,0.9459,0.2512
11,pipe_fryum,100.00,0.9662,0.9860,0.9827,0.5122
Mean,Overall,100.00,0.8566*,0.9687*,0.8734*,0.2761*
