timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,chewinggum_img_auc,chewinggum_pixel_auc,chewinggum_routing_acc,fryum_img_auc,fryum_pixel_auc,fryum_routing_acc,macaroni1_img_auc,macaroni1_pixel_auc,macaroni1_routing_acc,macaroni2_img_auc,macaroni2_pixel_auc,macaroni2_routing_acc,pcb1_img_auc,pcb1_pixel_auc,pcb1_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-01 08:08:46,7,79,0.8619000000000001,0.9858411787735567,1.0,0.7076666666666668,0.9380134770460892,1.0,0.8685999999999999,0.9758692993713272,1.0,0.9573999999999999,0.9868065593528415,1.0,0.9598,0.9479252270401716,1.0,0.7866000000000001,0.9656153426854932,1.0,0.7078000000000001,0.9552157529408157,1.0,0.8693,0.9880267668359257,1.0,0.8398833333333333,0.9679142005057775,1.0
