timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-01 06:02:53,1,79,0.8619000000000001,0.9858411787735567,1.0,0.7076666666666668,0.9380134770460892,1.0,0.7847833333333334,0.9619273279098229,1.0
