timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-01 05:46:51,0,79,0.8619000000000001,0.9858411787735567,1.0,0.8619000000000001,0.9858411787735567,1.0
