Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,leather,100.00,1.0000,0.9447,1.0000,0.0618
1,grid,100.00,0.7452,0.8305,0.8752,0.0737
2,transistor,100.00,0.5450,0.7289,0.5335,0.1620
3,screw,100.00,0.5077,0.8675,0.7330,0.0116
Mean,Overall,100.00,0.6995*,0.8429*,0.7854*,0.0773*
