timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-02 15:47:14,11,59,1.0,0.9657726042902425,1.0,0.9913793103448276,0.9772943594467037,1.0,0.9676904666932589,0.9845723969650032,1.0,0.9931781701444622,0.981816667860297,1.0,0.9924812030075187,0.9740096367453003,1.0,1.0,0.9844033243888929,1.0,1.0,0.979322840552413,1.0,0.9995112414467253,0.9795301975467591,1.0,0.9830878341516639,0.988193200610524,1.0,0.9305185488829679,0.9866039921943386,1.0,1.0,0.9562704878726963,1.0,0.8972222222222221,0.9801199350009764,1.0,0.9795890830744707,0.978159136956179,1.0
