timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-02 02:12:56,4,59,1.0,0.9633779784165949,1.0,0.9921289355322339,0.9749878397702025,1.0,0.942161946549661,0.9853722043795745,1.0,0.9863563402889245,0.9809598973524148,1.0,0.9891395154553049,0.9755367428307602,1.0,0.9819573475652248,0.9760469325499095,1.0
