timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-26 05:14:24,0,39,1.0,0.9797175208989369,1.0,1.0,0.9797175208989369,1.0
2025-12-26 05:22:59,0,39,1.0,0.9797175208989369,1.0,1.0,0.9797175208989369,1.0
