task_id,epoch,stage,loss,learning_rate,class_name,img_auc,pixel_auc,img_ap,pixel_ap,routing_accuracy
0,0.0,BASE,364.54295349121094,0.00029988551188174734,,,,,,
0,1.0,BASE,-44.86548496995653,0.0002995422240593695,,,,,,
0,2.0,BASE,-192.7223720550537,0.0002989706658578066,,,,,,
0,3.0,BASE,-299.51253455025807,0.00029817171857837797,,,,,,
0,4.0,BASE,-388.62064525059293,0.0002971466141398797,,,,,,
0,5.0,BASE,-470.74862125941684,0.00029589693317905494,,,,,,
0,6.0,BASE,-552.2192873273577,0.0002944246026133666,,,,,,
0,7.0,BASE,-633.2761655535016,0.0002927318926698303,,,,,,
0,8.0,BASE,-716.9760469709124,0.0002908214133844889,,,,,,
0,9.0,BASE,-804.0979374476841,0.00028869611057792606,,,,,,
0,10.0,BASE,-891.7801186697824,0.0002863592613130246,,,,,,
0,11.0,BASE,-976.0177459716797,0.00028381446884197264,,,,,,
0,12.0,BASE,-1061.560373578753,0.0002810656570503104,,,,,,
0,13.0,BASE,-1148.2147303989955,0.0002781170644065827,,,,,,
0,14.0,BASE,-1232.8131670270648,0.000274973237426928,,,,,,
0,15.0,BASE,-1318.027108328683,0.00027163902366467976,,,,,,
0,16.0,BASE,-1399.4698159354073,0.00026811956423579067,,,,,,
0,17.0,BASE,-1484.6392233712334,0.0002644202858916047,,,,,,
0,18.0,BASE,-1566.0693054199219,0.0002605468926511994,,,,,,
0,19.0,BASE,-1649.1648821149554,0.00025650535700620235,,,,,,
0,20.0,BASE,-1726.2457297188896,0.0002523019107116419,,,,,,
0,21.0,BASE,-1799.0421360560827,0.00024794303517703233,,,,,,
0,22.0,BASE,-1870.3438371930804,0.00024343545147251033,,,,,,
0,23.0,BASE,-1941.950445992606,0.00023878610996543224,,,,,,
0,24.0,BASE,-2009.651875087193,0.00023400217960341092,,,,,,
0,25.0,BASE,-2076.0572684151784,0.00022909103686031838,,,,,,
0,26.0,BASE,-2140.133074079241,0.00022406025436229782,,,,,,
0,27.0,BASE,-2202.688707624163,0.0002189175892113227,,,,,,
0,28.0,BASE,-2263.5798775809153,0.00021367097102430809,,,,,,
0,29.0,BASE,-2326.775155203683,0.00020832848970621585,,,,,,
0,30.0,BASE,-2389.3516540527344,0.00020289838297600773,,,,,,
0,31.0,BASE,-2439.964512416295,0.00019738902366467972,,,,,,
0,32.0,BASE,-2478.175785609654,0.00019180890680496355,,,,,,
0,33.0,BASE,-2505.9430411202566,0.000186166636532602,,,,,,
0,34.0,BASE,-2528.6175057547434,0.0001804709128193951,,,,,,
0,35.0,BASE,-2549.373966761998,0.00017473051805847432,,,,,,
0,36.0,BASE,-2569.1329302106583,0.00016895430352248893,,,,,,
0,37.0,BASE,-2583.324942452567,0.000163151175715585,,,,,,
0,38.0,BASE,-2598.1242021833145,0.00015733008264022172,,,,,,
0,39.0,BASE,-2612.275565011161,0.00015150000000000002,,,,,,
0,40.0,BASE,-2626.5420663016184,0.00014566991735977838,,,,,,
0,41.0,BASE,-2638.696973528181,0.0001398488242844151,,,,,,
0,42.0,BASE,-2651.640459333147,0.00013404569647751117,,,,,,
0,43.0,BASE,-2663.3260803222656,0.0001282694819415258,,,,,,
0,44.0,BASE,-2673.643877301897,0.000122529087180605,,,,,,
0,45.0,BASE,-2684.4563903808594,0.0001168333634673981,,,,,,
0,46.0,BASE,-2694.3855329241073,0.00011119109319503649,,,,,,
0,47.0,BASE,-2704.450408935547,0.00010561097633532036,,,,,,
0,48.0,BASE,-2714.010820661272,0.00010010161702399236,,,,,,
0,49.0,BASE,-2722.836159842355,9.467151029378421e-05,,,,,,
0,50.0,BASE,-2731.841526576451,8.932902897569202e-05,,,,,,
0,51.0,BASE,-2740.2757568359375,8.408241078867735e-05,,,,,,
0,52.0,BASE,-2747.7909502301895,7.893974563770221e-05,,,,,,
0,53.0,BASE,-2755.001142229353,7.390896313968164e-05,,,,,,
0,54.0,BASE,-2762.1293334960938,6.89978203965891e-05,,,,,,
0,55.0,BASE,-2769.504172188895,6.421389003456779e-05,,,,,,
0,56.0,BASE,-2776.2212742396764,5.956454852748972e-05,,,,,,
0,57.0,BASE,-2783.0303170340403,5.505696482296777e-05,,,,,,
0,58.0,BASE,-2788.866681780134,5.06980892883582e-05,,,,,,
0,59.0,BASE,-2794.6786499023438,4.6494642993797725e-05,,,,,,
0,60.0,BASE,-2800.22507585798,4.24531073488007e-05,,,,,,
0,61.0,BASE,-2805.4181605747767,3.857971410839543e-05,,,,,,
0,62.0,BASE,-2810.121800013951,3.4880435764209376e-05,,,,,,
0,63.0,BASE,-2815.280966622489,3.1360976335320335e-05,,,,,,
0,64.0,BASE,-2820.3524475097656,2.8026762573072077e-05,,,,,,
0,65.0,BASE,-2824.7649274553573,2.488293559341732e-05,,,,,,
0,66.0,BASE,-2828.358564104353,2.193434294968966e-05,,,,,,
0,67.0,BASE,-2832.0992039271764,1.918553115802739e-05,,,,,,
0,68.0,BASE,-2835.3009338378906,1.6640738686975425e-05,,,,,,
0,69.0,BASE,-2838.649113246373,1.4303889422073924e-05,,,,,,
0,70.0,BASE,-2841.634525844029,1.2178586615511106e-05,,,,,,
0,71.0,BASE,-2844.33455984933,1.0268107330169702e-05,,,,,,
0,72.0,BASE,-2846.31252179827,8.575397386633397e-06,,,,,,
0,73.0,BASE,-2848.6475132533483,7.103066820945032e-06,,,,,,
0,74.0,BASE,-2850.737077985491,5.853385860120282e-06,,,,,,
0,75.0,BASE,-2852.3663940429688,4.828281421622058e-06,,,,,,
