Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9643,1.0000,0.4537
1,cable,100.00,0.9891,0.9749,0.9944,0.6576
2,capsule,100.00,0.9609,0.9854,0.9904,0.3499
3,carpet,100.00,0.9835,0.9814,0.9954,0.4162
4,grid,100.00,0.9983,0.9753,0.9994,0.2001
5,hazelnut,100.00,0.9989,0.9845,0.9994,0.5028
6,leather,100.00,1.0000,0.9816,1.0000,0.2299
7,metal_nut,100.00,1.0000,0.9844,1.0000,0.8711
8,pill,100.00,0.9894,0.9883,0.9982,0.8067
9,screw,100.00,0.9082,0.9829,0.9649,0.2071
10,tile,100.00,1.0000,0.9575,1.0000,0.6784
11,toothbrush,100.00,0.8861,0.9812,0.9474,0.4398
12,transistor,100.00,0.9950,0.9671,0.9915,0.6552
13,wood,100.00,0.9842,0.9212,0.9949,0.3219
14,zipper,100.00,0.9966,0.9744,0.9991,0.3140
Mean,Overall,100.00,0.9794*,0.9736*,0.9917*,0.4736*
