timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-29 16:31:35,1,39,0.9979619565217391,0.9319129585685362,1.0,0.7101086048454469,0.8914611597781992,1.0,0.854035280683593,0.9116870591733677,1.0
