metric,value
experiment_name,HP-Mean
strategy,MoLE-Flow
final_average_img_auc,0.630139736741332
final_average_pixel_auc,0.8977134081173533
final_average_img_ap,0.7949011542781617
final_average_pixel_ap,0.1865315972672574
total_classes,4
total_tasks,4
final_routing_accuracy,1.0
---ablation_config---,
use_lora,True
use_router,True
use_task_adapter,True
use_pos_embedding,True
use_task_bias,True
use_mahalanobis,True
---class_results---,
leather_img_auc,0.9979619565217391
leather_pixel_auc,0.9319129585685362
leather_img_ap,0.9993345164152618
leather_pixel_ap,0.05547220491124718
grid_img_auc,0.7101086048454469
grid_pixel_auc,0.8914611597781992
grid_img_ap,0.8749802523861547
grid_pixel_ap,0.10830983926340271
transistor_img_auc,0.7358333333333333
transistor_pixel_auc,0.9320037356893951
transistor_img_ap,0.75232870900887
transistor_pixel_ap,0.5636091079785337
screw_img_auc,0.07665505226480836
screw_pixel_auc,0.835475778433283
screw_img_ap,0.5529611393023601
screw_pixel_ap,0.018735236915846002
---additional_metrics---,
overall_routing_accuracy,1.0
task_0_routing_accuracy,1.0
task_1_routing_accuracy,1.0
task_2_routing_accuracy,1.0
task_3_routing_accuracy,1.0
oracle_mean_img_auc,0.630139736741332
oracle_mean_pixel_auc,0.8977134081173533
