Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9671,1.0000,0.4676
1,cable,100.00,0.9923,0.9740,0.9958,0.6573
2,capsule,100.00,0.9426,0.9860,0.9865,0.3616
3,carpet,100.00,0.9868,0.9796,0.9962,0.3752
4,grid,100.00,0.9883,0.9742,0.9961,0.2013
5,hazelnut,100.00,1.0000,0.9856,1.0000,0.5315
6,leather,100.00,1.0000,0.9775,1.0000,0.1619
7,metal_nut,100.00,1.0000,0.9873,1.0000,0.9026
8,pill,100.00,0.9836,0.9886,0.9972,0.8345
9,screw,100.00,0.8801,0.9832,0.9497,0.1997
10,tile,100.00,1.0000,0.9557,1.0000,0.6126
11,toothbrush,100.00,0.9139,0.9776,0.9628,0.2903
12,transistor,100.00,1.0000,0.9670,1.0000,0.6715
13,wood,100.00,0.9904,0.9147,0.9970,0.2526
14,zipper,100.00,0.9916,0.9756,0.9978,0.3343
Mean,Overall,100.00,0.9780*,0.9729*,0.9919*,0.4570*
