timestamp,current_task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,wood_img_auc,wood_pixel_auc,wood_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-01 20:18:56,0,59,1.0,0.9670926820345948,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,1.0,0.9670926820345948,1.0
2026-01-01 20:23:51,1,59,1.0,0.9670926820345948,1.0,0.9923163418290855,0.973954469308824,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9961581709145427,0.9705235756717094,1.0
2026-01-01 20:28:36,2,59,1.0,0.9670926820345948,1.0,0.9923163418290855,0.973954469308824,1.0,0.9425608296769047,0.9860397297637681,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9782923905019967,0.975695627035729,1.0
2026-01-01 20:34:44,3,59,1.0,0.9670926820345948,1.0,0.9923163418290855,0.973954469308824,1.0,0.9425608296769047,0.9860397297637681,1.0,0.9867576243980738,0.979629463456548,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9804086989760159,0.9766790861409337,1.0
2026-01-01 20:40:35,4,59,1.0,0.9670926820345948,1.0,0.9923163418290855,0.973954469308824,1.0,0.9425608296769047,0.9860397297637681,1.0,0.9867576243980738,0.979629463456548,1.0,0.9883040935672515,0.9741909399207239,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.981987777894263,0.9761814568968917,1.0
2026-01-01 20:49:10,5,59,1.0,0.9670926820345948,1.0,0.9923163418290855,0.973954469308824,1.0,0.9425608296769047,0.9860397297637681,1.0,0.9867576243980738,0.979629463456548,1.0,0.9883040935672515,0.9741909399207239,1.0,1.0,0.9856246723910254,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9849898149118858,0.977755326145914,1.0
2026-01-01 20:55:06,6,59,1.0,0.9670926820345948,1.0,0.9923163418290855,0.973954469308824,1.0,0.9425608296769047,0.9860397297637681,1.0,0.9867576243980738,0.979629463456548,1.0,0.9883040935672515,0.9741909399207239,1.0,1.0,0.9856246723910254,1.0,1.0,0.9775155577287546,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9871341270673307,0.9777210735148911,1.0
2026-01-01 21:00:27,7,59,1.0,0.9670926820345948,1.0,0.9923163418290855,0.973954469308824,1.0,0.9425608296769047,0.9860397297637681,1.0,0.9867576243980738,0.979629463456548,1.0,0.9883040935672515,0.9741909399207239,1.0,1.0,0.9856246723910254,1.0,1.0,0.9775155577287546,1.0,1.0,0.9872559081429605,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9887423611839143,0.9789129278433999,1.0
2026-01-01 21:06:58,8,59,1.0,0.9670926820345948,1.0,0.9923163418290855,0.973954469308824,1.0,0.9425608296769047,0.9860397297637681,1.0,0.9867576243980738,0.979629463456548,1.0,0.9883040935672515,0.9741909399207239,1.0,1.0,0.9856246723910254,1.0,1.0,0.9775155577287546,1.0,1.0,0.9872559081429605,1.0,0.983633387888707,0.9886107645908573,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9881746974844469,0.9799904652597841,1.0
2026-01-01 21:14:50,9,59,1.0,0.9670926820345948,1.0,0.9923163418290855,0.973954469308824,1.0,0.9425608296769047,0.9860397297637681,1.0,0.9867576243980738,0.979629463456548,1.0,0.9883040935672515,0.9741909399207239,1.0,1.0,0.9856246723910254,1.0,1.0,0.9775155577287546,1.0,1.0,0.9872559081429605,1.0,0.983633387888707,0.9886107645908573,1.0,0.880098380815741,0.9831540696508153,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9773670658175764,0.9803068256988873,1.0
2026-01-01 21:21:05,10,59,1.0,0.9670926820345948,1.0,0.9923163418290855,0.973954469308824,1.0,0.9425608296769047,0.9860397297637681,1.0,0.9867576243980738,0.979629463456548,1.0,0.9883040935672515,0.9741909399207239,1.0,1.0,0.9856246723910254,1.0,1.0,0.9775155577287546,1.0,1.0,0.9872559081429605,1.0,0.983633387888707,0.9886107645908573,1.0,0.880098380815741,0.9831540696508153,1.0,1.0,0.9557346395151177,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9794246052887058,0.9780729905912718,1.0
