Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9825,1.0000,0.7069
1,cable,100.00,0.9895,0.9752,0.9945,0.5933
2,capsule,100.00,0.9773,0.9875,0.9952,0.4170
3,carpet,100.00,0.9948,0.9891,0.9984,0.5665
4,grid,100.00,0.9774,0.9770,0.9921,0.2514
5,hazelnut,100.00,1.0000,0.9863,1.0000,0.5804
6,leather,100.00,1.0000,0.9916,1.0000,0.3988
7,metal_nut,100.00,1.0000,0.9698,1.0000,0.7602
8,pill,100.00,0.9929,0.9892,0.9988,0.7889
9,screw,100.00,0.9160,0.9857,0.9658,0.2391
10,tile,100.00,1.0000,0.9615,1.0000,0.5792
11,toothbrush,100.00,0.8972,0.9857,0.9541,0.5113
12,transistor,100.00,0.9958,0.9551,0.9941,0.6207
13,wood,100.00,0.9825,0.9414,0.9946,0.4559
14,zipper,100.00,0.9882,0.9766,0.9968,0.3656
Mean,Overall,100.00,0.9808*,0.9770*,0.9923*,0.5224*
