timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,wood_img_auc,wood_pixel_auc,wood_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-05 14:09:22,13,59,1.0,0.9825466073091622,1.0,0.9895052473763118,0.975213388536446,1.0,0.9772636617471081,0.987545052517952,1.0,0.9947833065810594,0.9891399065613149,1.0,0.9774436090225564,0.9769696176960968,1.0,1.0,0.9863129148315086,1.0,1.0,0.9915517687185536,1.0,1.0,0.9698026100324552,1.0,0.9929078014184398,0.9891854833798568,1.0,0.9159663865546218,0.9857463316446333,1.0,1.0,0.9614720993641922,1.0,0.8972222222222223,0.9856783290290236,1.0,0.9958333333333333,0.9551047056771109,1.0,0.9824561403508772,0.9414395738446436,1.0,0.9802415506147522,0.9769791706530678,1.0
