timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-05 13:26:19,6,59,1.0,0.9825466073091622,1.0,0.9895052473763118,0.975213388536446,1.0,0.9772636617471081,0.987545052517952,1.0,0.9947833065810594,0.9891399065613149,1.0,0.9774436090225564,0.9769696176960968,1.0,1.0,0.9863129148315086,1.0,1.0,0.9915517687185536,1.0,0.9912851178181479,0.9841827508815761,1.0
