metric,value
experiment_name,Version5.6-Combined
strategy,MoLE-Flow
final_average_img_auc,0.49952959925470347
final_average_pixel_auc,0.4667556989754622
final_average_img_ap,0.6732724170848063
final_average_pixel_ap,0.0432637929326464
total_classes,4
total_tasks,4
final_routing_accuracy,1.0
---ablation_config---,
use_lora,True
use_router,True
use_task_adapter,True
use_pos_embedding,True
use_task_bias,True
use_mahalanobis,True
---class_results---,
leather_img_auc,0.11854619565217392
leather_pixel_auc,0.4321406695679269
leather_img_ap,0.5708569137983236
leather_pixel_ap,0.0053290296066833675
grid_img_auc,0.43525480367585634
grid_pixel_auc,0.5761918864526
grid_img_ap,0.700847543896042
grid_pixel_ap,0.009045088823793696
transistor_img_auc,0.5420833333333334
transistor_pixel_auc,0.7276419218113134
transistor_img_ap,0.45788836122795173
transistor_pixel_ap,0.15731333999859773
screw_img_auc,0.9022340643574502
screw_pixel_auc,0.1310483180700083
screw_img_ap,0.9634968494169078
screw_pixel_ap,0.0013677133015108144
---additional_metrics---,
overall_routing_accuracy,1.0
task_0_routing_accuracy,1.0
task_1_routing_accuracy,1.0
task_2_routing_accuracy,1.0
task_3_routing_accuracy,1.0
oracle_mean_img_auc,0.49952959925470347
oracle_mean_pixel_auc,0.4667556989754622
