timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-28 19:45:54,0,39,0.11854619565217392,0.4321406695679269,1.0,0.11854619565217392,0.4321406695679269,1.0
