Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9680,1.0000,0.4936
1,cable,100.00,0.9901,0.9765,0.9947,0.6606
2,capsule,100.00,0.9693,0.9859,0.9925,0.3629
3,carpet,100.00,0.9896,0.9825,0.9970,0.4683
4,grid,100.00,0.9983,0.9762,0.9994,0.2070
5,hazelnut,100.00,0.9996,0.9846,0.9998,0.5140
6,leather,100.00,1.0000,0.9827,1.0000,0.2443
7,metal_nut,100.00,1.0000,0.9832,1.0000,0.8547
8,pill,100.00,0.9907,0.9884,0.9984,0.8031
9,screw,100.00,0.9322,0.9854,0.9746,0.2170
10,tile,100.00,1.0000,0.9594,1.0000,0.6778
11,toothbrush,100.00,0.8889,0.9812,0.9490,0.4472
12,transistor,100.00,0.9958,0.9707,0.9931,0.6662
13,wood,100.00,0.9912,0.9223,0.9973,0.3384
14,zipper,100.00,0.9953,0.9747,0.9988,0.3162
Mean,Overall,100.00,0.9827*,0.9748*,0.9930*,0.4848*
