timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-12 18:50:04,0,59,1.0,0.9754767492547264,1.0,1.0,0.9754767492547264,1.0
