Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9837,1.0000,0.7366
1,cable,100.00,0.9859,0.9724,0.9927,0.5939
2,capsule,100.00,0.9617,0.9868,0.9914,0.4238
3,carpet,100.00,0.9944,0.9900,0.9984,0.6355
4,grid,100.00,0.9916,0.9764,0.9972,0.2498
5,hazelnut,100.00,0.9986,0.9859,0.9992,0.5522
6,leather,100.00,1.0000,0.9936,1.0000,0.4755
7,metal_nut,100.00,1.0000,0.9729,1.0000,0.7782
8,pill,100.00,0.9869,0.9900,0.9978,0.8190
9,screw,100.00,0.9098,0.9791,0.9640,0.1947
10,tile,100.00,1.0000,0.9686,1.0000,0.7022
11,toothbrush,100.00,0.8944,0.9833,0.9515,0.5629
12,transistor,100.00,0.9908,0.9682,0.9847,0.6496
13,wood,100.00,0.9851,0.9399,0.9953,0.4373
14,zipper,100.00,0.9900,0.9750,0.9973,0.3771
Mean,Overall,100.00,0.9793*,0.9777*,0.9913*,0.5459*
