timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-30 02:21:25,2,39,1.0,0.9774847560617572,1.0,0.8947368421052632,0.9138559955162501,1.0,0.7420833333333333,0.9119919312187201,1.0,0.8789400584795323,0.9344442275989092,1.0
