Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,leather,100.00,1.0000,0.9818,1.0000,0.2022
1,grid,100.00,0.8872,0.9194,0.9606,0.1812
2,transistor,100.00,0.6925,0.7654,0.6338,0.1760
3,screw,100.00,0.5796,0.8861,0.8098,0.0287
Mean,Overall,100.00,0.7898*,0.8882*,0.8510*,0.1470*
