timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,wood_img_auc,wood_pixel_auc,wood_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-03 15:56:52,13,59,1.0,0.9826759985800183,1.0,0.989880059970015,0.9765564258586857,1.0,0.9716792979656961,0.9865591407602288,1.0,0.9955858747993579,0.9893278891234933,1.0,0.9916457811194654,0.976774970337139,1.0,0.9992857142857142,0.986838520672676,1.0,1.0,0.9930773269214864,1.0,1.0,0.9714888218273012,1.0,0.9904528096017458,0.989803342609477,1.0,0.9192457470793196,0.9827785926817404,1.0,1.0,0.9668398834908345,1.0,0.9083333333333333,0.9847510270288343,1.0,0.9916666666666667,0.9696861030160558,1.0,0.9885964912280701,0.9413097393648171,1.0,0.9818836982892417,0.9784619844480561,1.0
