Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9827,1.0000,0.7180
1,cable,100.00,0.9899,0.9766,0.9950,0.6163
2,capsule,100.00,0.9717,0.9866,0.9939,0.3905
3,carpet,100.00,0.9956,0.9893,0.9987,0.6230
4,grid,100.00,0.9916,0.9768,0.9971,0.2637
5,hazelnut,100.00,0.9993,0.9868,0.9996,0.5798
6,leather,100.00,1.0000,0.9931,1.0000,0.4423
7,metal_nut,100.00,1.0000,0.9715,1.0000,0.7569
8,pill,100.00,0.9905,0.9898,0.9984,0.8091
9,screw,100.00,0.9192,0.9828,0.9678,0.2261
10,tile,100.00,1.0000,0.9668,1.0000,0.6674
11,toothbrush,100.00,0.9083,0.9848,0.9596,0.5435
12,transistor,100.00,0.9917,0.9697,0.9860,0.6466
13,wood,100.00,0.9886,0.9413,0.9964,0.4655
14,zipper,100.00,0.9926,0.9755,0.9982,0.3567
Mean,Overall,100.00,0.9826*,0.9783*,0.9927*,0.5404*
