Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9798,1.0000,0.6456
1,cable,100.00,0.9904,0.9749,0.9949,0.6439
2,capsule,100.00,0.9641,0.9870,0.9912,0.4007
3,carpet,100.00,0.9932,0.9874,0.9981,0.5572
4,grid,100.00,0.9933,0.9745,0.9977,0.2320
5,hazelnut,100.00,0.9996,0.9859,0.9998,0.5450
6,leather,100.00,1.0000,0.9899,1.0000,0.3409
7,metal_nut,100.00,1.0000,0.9766,1.0000,0.8147
8,pill,100.00,0.9880,0.9889,0.9979,0.8056
9,screw,100.00,0.9172,0.9824,0.9679,0.2089
10,tile,100.00,1.0000,0.9650,1.0000,0.7105
11,toothbrush,100.00,0.9167,0.9843,0.9645,0.5168
12,transistor,100.00,0.9937,0.9625,0.9888,0.6422
13,wood,100.00,0.9868,0.9344,0.9958,0.4123
14,zipper,100.00,0.9953,0.9762,0.9988,0.3547
Mean,Overall,100.00,0.9826*,0.9767*,0.9930*,0.5221*
