timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-29 17:24:04,1,39,1.0,0.9620972441874088,1.0,0.7401837928153717,0.8607618989793744,1.0,0.8700918964076858,0.9114295715833916,1.0
