timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-09 17:32:39,0,99,0.8655000000000002,0.8174009086076847,1.0,0.8655000000000002,0.8174009086076847,1.0
