Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,0.9452,0.8222,0.9676,0.3718
0,cable,100.00,0.5405,0.2936,0.6531,0.0281
0,capsule,100.00,0.6019,0.5892,0.8793,0.1006
0,carpet,100.00,0.6858,0.8592,0.8821,0.2922
0,grid,100.00,0.4085,0.2182,0.6850,0.0040
0,hazelnut,100.00,0.8889,0.6783,0.9477,0.2569
0,leather,100.00,0.8482,0.8871,0.9429,0.2561
0,metal_nut,100.00,0.7075,0.5315,0.9172,0.1635
0,pill,100.00,0.8925,0.8792,0.9793,0.6489
0,screw,100.00,0.6120,0.2426,0.8083,0.0017
1,tile,95.73,0.9069,0.6029,0.9642,0.1195
1,toothbrush,92.86,0.5639,0.8028,0.7819,0.1404
1,transistor,100.00,0.7604,0.6483,0.7015,0.1613
1,wood,100.00,0.9588,0.8302,0.9863,0.1991
1,zipper,100.00,0.8241,0.9048,0.9360,0.2399
Mean,Overall,99.24,0.7430*,0.6527*,0.8688*,0.1989*
