timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,chewinggum_img_auc,chewinggum_pixel_auc,chewinggum_routing_acc,fryum_img_auc,fryum_pixel_auc,fryum_routing_acc,macaroni1_img_auc,macaroni1_pixel_auc,macaroni1_routing_acc,macaroni2_img_auc,macaroni2_pixel_auc,macaroni2_routing_acc,pcb1_img_auc,pcb1_pixel_auc,pcb1_routing_acc,pcb2_img_auc,pcb2_pixel_auc,pcb2_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-04 22:21:45,8,99,0.9002,0.8928245449018654,1.0,0.8748333333333334,0.9668797996075128,1.0,0.97,0.9812690323221166,1.0,0.9372,0.9514017995835587,1.0,0.9482,0.9370143792024873,1.0,0.8821,0.9238972191655662,1.0,0.7007,0.826966019591416,1.0,0.95,0.9838379324530272,1.0,0.9206000000000001,0.9627636613071249,1.0,0.8982037037037036,0.9363171542371861,1.0
