timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,chewinggum_img_auc,chewinggum_pixel_auc,chewinggum_routing_acc,fryum_img_auc,fryum_pixel_auc,fryum_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-04 21:05:11,4,99,0.9002,0.8928245449018654,1.0,0.8748333333333334,0.9668797996075128,1.0,0.97,0.9812690323221166,1.0,0.9372,0.9514017995835587,1.0,0.9482,0.9370143792024873,1.0,0.9260866666666667,0.9458779111235082,1.0
