timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-04 20:35:21,1,99,0.9002,0.8928245449018654,1.0,0.8748333333333334,0.9668797996075128,1.0,0.8875166666666667,0.9298521722546891,1.0
