Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9792,1.0000,0.6454
1,cable,100.00,0.9696,0.9745,0.9827,0.4912
2,capsule,100.00,0.9661,0.9879,0.9926,0.4176
3,carpet,100.00,0.9944,0.9881,0.9984,0.5571
4,grid,100.00,0.9883,0.9707,0.9959,0.2144
5,hazelnut,100.00,0.9993,0.9817,0.9996,0.4684
6,leather,100.00,1.0000,0.9905,1.0000,0.3584
7,metal_nut,100.00,1.0000,0.9811,1.0000,0.7984
8,pill,100.00,0.9779,0.9889,0.9961,0.7370
9,screw,100.00,0.9250,0.9861,0.9710,0.2207
10,tile,100.00,1.0000,0.9566,1.0000,0.5377
11,toothbrush,100.00,0.9028,0.9827,0.9581,0.4074
12,transistor,100.00,0.9879,0.9726,0.9827,0.6598
13,wood,100.00,0.9904,0.9336,0.9971,0.4286
14,zipper,100.00,0.9840,0.9787,0.9956,0.3837
Mean,Overall,100.00,0.9790*,0.9769*,0.9913*,0.4884*
