timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-07 14:28:42,1,59,1.0,0.9791881896069405,1.0,0.9696401799100449,0.9744634336697322,1.0,0.9848200899550225,0.9768258116383364,1.0
