metric,value
experiment_name,Version5.6-MultiScaleConsistency
strategy,MoLE-Flow
final_average_img_auc,0.7799596102882744
final_average_pixel_auc,0.9091700620813951
final_average_img_ap,0.8726868218586605
final_average_pixel_ap,0.23636111096284027
total_classes,4
total_tasks,4
final_routing_accuracy,1.0
---ablation_config---,
use_lora,True
use_router,True
use_task_adapter,True
use_pos_embedding,True
use_task_bias,True
use_mahalanobis,True
---class_results---,
leather_img_auc,1.0
leather_pixel_auc,0.9688039801431811
leather_img_ap,1.0000000000000002
leather_pixel_ap,0.1835829215545161
grid_img_auc,0.9197994987468672
grid_pixel_auc,0.9007573432532036
grid_img_ap,0.971322844239717
grid_pixel_ap,0.131780753067611
transistor_img_auc,0.8099999999999999
transistor_pixel_auc,0.9399120057111855
transistor_img_ap,0.7966767130420611
transistor_pixel_ap,0.6080028548289599
screw_img_auc,0.3900389424062307
screw_pixel_auc,0.8272069192180102
screw_img_ap,0.7227477301528634
screw_pixel_ap,0.022077914400274054
---additional_metrics---,
overall_routing_accuracy,1.0
task_0_routing_accuracy,1.0
task_1_routing_accuracy,1.0
task_2_routing_accuracy,1.0
task_3_routing_accuracy,1.0
oracle_mean_img_auc,0.7799596102882744
oracle_mean_pixel_auc,0.9091700620813951
