Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9759,1.0000,0.5797
1,cable,100.00,0.9925,0.9757,0.9958,0.6389
2,capsule,100.00,0.9541,0.9859,0.9894,0.3661
3,carpet,100.00,0.9896,0.9847,0.9971,0.4664
4,grid,100.00,0.9891,0.9744,0.9964,0.2142
5,hazelnut,100.00,1.0000,0.9854,1.0000,0.5201
6,leather,100.00,1.0000,0.9862,1.0000,0.2688
7,metal_nut,100.00,0.9995,0.9801,0.9999,0.8338
8,pill,100.00,0.9815,0.9887,0.9968,0.8033
9,screw,100.00,0.9147,0.9841,0.9668,0.2113
10,tile,100.00,1.0000,0.9602,1.0000,0.6562
11,toothbrush,100.00,0.9333,0.9837,0.9715,0.4767
12,transistor,100.00,1.0000,0.9573,1.0000,0.6255
13,wood,100.00,0.9886,0.9317,0.9965,0.3955
14,zipper,100.00,0.9861,0.9748,0.9962,0.3275
Mean,Overall,100.00,0.9819*,0.9753*,0.9938*,0.4923*
