timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-01 19:02:30,1,59,1.0,0.9642427840405335,1.0,0.9921289355322338,0.9749604950112697,1.0,0.9960644677661169,0.9696016395259016,1.0
