timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-29 17:39:30,3,39,1.0,0.9649252918183131,1.0,0.8095238095238095,0.8643238522881769,1.0,0.7308333333333334,0.9077262820233432,1.0,0.4392293502766961,0.9071008861755905,1.0,0.7448966232834598,0.9110190780763558,1.0
