timestamp,current_task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,wood_img_auc,wood_pixel_auc,wood_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 16:50:07,0,39,1.0,0.9720243167306033,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,1.0,0.9720243167306033,1.0
2025-12-27 16:51:56,1,39,1.0,0.9720243167306033,1.0,0.8955722639933166,0.908163496839252,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9477861319966583,0.9400939067849277,1.0
2025-12-27 16:53:35,2,39,1.0,0.9720243167306033,1.0,0.8955722639933166,0.908163496839252,1.0,0.7754166666666666,0.9270139698261941,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.8903296435533278,0.9357339277986831,1.0
2025-12-27 16:55:45,3,39,1.0,0.9720243167306033,1.0,0.8955722639933166,0.908163496839252,1.0,0.7754166666666666,0.9270139698261941,1.0,0.975521669341894,0.9648025089234928,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9116276500004693,0.9430010730798856,1.0
2025-12-27 16:57:44,4,39,1.0,0.9720243167306033,1.0,0.8955722639933166,0.908163496839252,1.0,0.7754166666666666,0.9270139698261941,1.0,0.975521669341894,0.9648025089234928,1.0,0.9288340336134454,0.855024440703741,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9150689267230645,0.9254057466046566,1.0
2025-12-27 17:00:45,5,39,1.0,0.9720243167306033,1.0,0.8955722639933166,0.908163496839252,1.0,0.7754166666666666,0.9270139698261941,1.0,0.975521669341894,0.9648025089234928,1.0,0.9288340336134454,0.855024440703741,1.0,0.9528571428571428,0.9682002190484156,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9213669627454109,0.9325381586786164,1.0
2025-12-27 17:01:55,6,39,1.0,0.9720243167306033,1.0,0.8955722639933166,0.908163496839252,1.0,0.7754166666666666,0.9270139698261941,1.0,0.975521669341894,0.9648025089234928,1.0,0.9288340336134454,0.855024440703741,1.0,0.9528571428571428,0.9682002190484156,1.0,0.7861111111111111,0.9459379657568896,0.9761904761904762,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9020446982262252,0.9344524168326555,0.9965986394557823
2025-12-27 17:03:58,7,39,1.0,0.9720243167306033,1.0,0.8955722639933166,0.908163496839252,1.0,0.7754166666666666,0.9270139698261941,1.0,0.975521669341894,0.9648025089234928,1.0,0.9288340336134454,0.855024440703741,1.0,0.9528571428571428,0.9682002190484156,1.0,0.7861111111111111,0.9459379657568896,0.9761904761904762,0.9565004887585532,0.9775762651451367,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9088516720427662,0.9398428978717157,0.9970238095238095
2025-12-27 17:06:49,8,39,1.0,0.9720243167306033,1.0,0.8955722639933166,0.908163496839252,1.0,0.7754166666666666,0.9270139698261941,1.0,0.975521669341894,0.9648025089234928,1.0,0.9288340336134454,0.855024440703741,1.0,0.9528571428571428,0.9682002190484156,1.0,0.7861111111111111,0.9459379657568896,0.9761904761904762,0.9565004887585532,0.9775762651451367,1.0,0.4574707931953269,0.8573233520297847,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.8586982410597174,0.9306740594448344,0.9973544973544973
2025-12-27 17:09:26,9,39,1.0,0.9720243167306033,1.0,0.8955722639933166,0.908163496839252,1.0,0.7754166666666666,0.9270139698261941,1.0,0.975521669341894,0.9648025089234928,1.0,0.9288340336134454,0.855024440703741,1.0,0.9528571428571428,0.9682002190484156,1.0,0.7861111111111111,0.9459379657568896,0.9761904761904762,0.9565004887585532,0.9775762651451367,1.0,0.4574707931953269,0.8573233520297847,1.0,0.9798245614035087,0.8948536507457365,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.8708108730940965,0.9270920185749245,0.9976190476190476
