timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 17:01:55,6,39,1.0,0.9720243167306033,1.0,0.8955722639933166,0.908163496839252,1.0,0.7754166666666666,0.9270139698261941,1.0,0.975521669341894,0.9648025089234928,1.0,0.9288340336134454,0.855024440703741,1.0,0.9528571428571428,0.9682002190484156,1.0,0.7861111111111111,0.9459379657568896,0.9761904761904762,0.9020446982262252,0.9344524168326555,0.9965986394557823
