Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9839,1.0000,0.7449
1,cable,100.00,0.9803,0.9711,0.9901,0.5965
2,capsule,100.00,0.9513,0.9868,0.9887,0.4024
3,carpet,100.00,0.9968,0.9904,0.9990,0.6514
4,grid,100.00,0.9883,0.9752,0.9960,0.2609
5,hazelnut,100.00,0.9989,0.9872,0.9994,0.5879
6,leather,100.00,1.0000,0.9944,1.0000,0.4894
7,metal_nut,100.00,1.0000,0.9721,1.0000,0.7895
8,pill,100.00,0.9877,0.9897,0.9979,0.8005
9,screw,100.00,0.9227,0.9767,0.9705,0.2203
10,tile,100.00,1.0000,0.9703,1.0000,0.7313
11,toothbrush,100.00,0.9194,0.9835,0.9670,0.5676
12,transistor,100.00,0.9921,0.9667,0.9868,0.6497
13,wood,100.00,0.9763,0.9451,0.9921,0.5088
14,zipper,100.00,0.9887,0.9748,0.9969,0.3769
Mean,Overall,100.00,0.9802*,0.9779*,0.9923*,0.5585*
