timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-31 06:30:01,3,59,1.0,0.9695037105644039,1.0,0.9702023988005997,0.9687350573585914,1.0,0.9150378938970882,0.986059932404063,1.0,0.8544783767165403,0.9736922471873137,1.0,0.934929667353557,0.974497736878593,1.0
