timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-31 06:32:06,4,59,1.0,0.9695037105644039,1.0,0.9702023988005997,0.9687350573585914,1.0,0.9150378938970882,0.986059932404063,1.0,0.8544783767165403,0.9736922471873137,1.0,0.9055555555555554,0.9843942729320486,1.0,0.9290548449939567,0.976477044089284,1.0
