Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,candle,100.00,0.8172,0.9697,0.7621,0.1759
1,capsules,100.00,0.6862,0.9544,0.7798,0.1885
2,cashew,100.00,0.8172,0.9769,0.9013,0.3911
3,chewinggum,100.00,0.8246,0.9859,0.8677,0.4449
4,fryum,100.00,0.9564,0.9105,0.9794,0.4268
5,macaroni1,100.00,0.7356,0.9710,0.6757,0.0557
6,macaroni2,100.00,0.6886,0.9004,0.6636,0.0075
7,pcb1,100.00,0.8267,0.9874,0.7734,0.3912
8,pcb2,100.00,0.7544,0.9619,0.7400,0.0916
9,pcb3,100.00,0.7668,0.9748,0.7731,0.2341
10,pcb4,100.00,0.9446,0.9686,0.8889,0.2268
11,pipe_fryum,100.00,0.9098,0.9858,0.9373,0.4957
Mean,Overall,100.00,0.8107*,0.9623*,0.8118*,0.2608*
