Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,candle,100.00,0.8236,0.9664,0.7726,0.1751
1,capsules,100.00,0.6853,0.9548,0.7812,0.1857
2,cashew,100.00,0.8306,0.9748,0.9088,0.3865
3,chewinggum,100.00,0.8424,0.9860,0.8837,0.4600
4,fryum,100.00,0.9578,0.9093,0.9801,0.4276
5,macaroni1,100.00,0.7335,0.9733,0.6763,0.0566
6,macaroni2,100.00,0.6927,0.8884,0.6678,0.0074
7,pcb1,100.00,0.8371,0.9875,0.7861,0.3907
8,pcb2,100.00,0.7643,0.9627,0.7529,0.0915
9,pcb3,100.00,0.7746,0.9758,0.7785,0.2325
10,pcb4,100.00,0.9498,0.9683,0.8993,0.2282
11,pipe_fryum,100.00,0.9176,0.9861,0.9468,0.4927
Mean,Overall,100.00,0.8174*,0.9611*,0.8195*,0.2612*
