class_name,task_id,img_auc,pixel_auc,is_current_task,routing_accuracy
candle,0,0.82,0.9845309263865485,False,1.0
capsules,1,0.6966666666666668,0.9370164899326648,False,1.0
cashew,2,0.8474,0.9759004978077789,False,1.0
chewinggum,3,0.9542,0.9867707507915022,False,1.0
fryum,4,0.9526,0.9462717838221555,True,1.0
Average,,0.8541733333333333,0.9660980897481298,,1.0
Task_0_Average,0,0.82,0.9845309263865485,,1.0
Task_1_Average,1,0.6966666666666668,0.9370164899326648,,1.0
Task_2_Average,2,0.8474,0.9759004978077789,,1.0
Task_3_Average,3,0.9542,0.9867707507915022,,1.0
Task_4_Average,4,0.9526,0.9462717838221555,,1.0
