Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,0.3802,0.1270,0.7093,0.0313
1,cable,100.00,0.5594,0.2813,0.7038,0.0182
2,capsule,100.00,0.5600,0.2075,0.8664,0.0054
3,carpet,100.00,0.9819,0.9507,0.9951,0.3926
4,grid,100.00,0.6207,0.8666,0.8586,0.1460
Mean,Overall,100.00,0.6205*,0.4866*,0.8266*,0.1187*
