metric,value
experiment_name,IE_Trainable_DIA
strategy,MoLE-Flow
final_average_img_auc,0.6204518229645735
final_average_pixel_auc,0.4866153308146307
final_average_img_ap,0.8266324171167044
final_average_pixel_ap,0.11872046961744953
total_classes,5
total_tasks,5
final_routing_accuracy,1.0
---ablation_config---,
use_lora,False
use_router,True
use_task_adapter,True
use_pos_embedding,True
use_task_bias,False
use_mahalanobis,True
---class_results---,
bottle_img_auc,0.38015873015873014
bottle_pixel_auc,0.12698041186331704
bottle_img_ap,0.7092748708045906
bottle_pixel_ap,0.03131955659676462
cable_img_auc,0.5594077961019491
cable_pixel_auc,0.28126512395082837
cable_img_ap,0.7038087657089608
cable_pixel_ap,0.01822204810049489
capsule_img_auc,0.5600319106501794
capsule_pixel_auc,0.20747255543109783
capsule_img_ap,0.8663969579603654
capsule_pixel_ap,0.005390268481265678
carpet_img_auc,0.9819422150882824
carpet_pixel_auc,0.9507235151163754
carpet_img_ap,0.9950745285833975
carpet_pixel_ap,0.3926212417399054
grid_img_auc,0.620718462823726
grid_pixel_auc,0.8666350477115352
grid_img_ap,0.8586069625262078
grid_pixel_ap,0.14604923316881707
---additional_metrics---,
overall_routing_accuracy,1.0
task_0_routing_accuracy,1.0
task_1_routing_accuracy,1.0
task_2_routing_accuracy,1.0
task_3_routing_accuracy,1.0
task_4_routing_accuracy,1.0
oracle_mean_img_auc,0.6204518229645735
oracle_mean_pixel_auc,0.4866153308146307
