Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9841,1.0000,0.7465
1,cable,100.00,0.9893,0.9758,0.9937,0.6556
2,capsule,100.00,0.9545,0.9865,0.9896,0.4211
3,carpet,100.00,0.9940,0.9899,0.9982,0.6369
4,grid,100.00,0.9833,0.9766,0.9944,0.2613
5,hazelnut,100.00,0.9996,0.9874,0.9998,0.5939
6,leather,100.00,1.0000,0.9937,1.0000,0.4615
7,metal_nut,100.00,1.0000,0.9717,1.0000,0.7605
8,pill,100.00,0.9905,0.9896,0.9984,0.8099
9,screw,100.00,0.9096,0.9769,0.9623,0.2265
10,tile,100.00,1.0000,0.9693,1.0000,0.7171
11,toothbrush,100.00,0.8889,0.9847,0.9478,0.6125
12,transistor,100.00,0.9954,0.9667,0.9923,0.6469
13,wood,100.00,0.9816,0.9419,0.9942,0.4806
14,zipper,100.00,0.9887,0.9745,0.9969,0.3545
Mean,Overall,100.00,0.9784*,0.9780*,0.9912*,0.5590*
