timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-06 15:36:21,2,59,1.0,0.9841018962592576,1.0,0.9893178410794603,0.9758372578519388,1.0,0.9545273234942162,0.9864611136080695,1.0,0.9812817215245588,0.9821334225730887,1.0
