timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-02 15:10:15,7,59,1.0,0.9773635725834727,1.0,0.9925037481259371,0.9768494654816698,1.0,0.9601116872756282,0.9859606290886097,1.0,0.9895666131621187,0.9859167403408172,1.0,0.9891395154553049,0.9752866104162122,1.0,1.0,0.9849827189478518,1.0,1.0,0.9864129602289601,1.0,1.0,0.9782837131129366,1.0,0.9914151955023736,0.9813820512750663,1.0
