Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9807,1.0000,0.6850
1,cable,100.00,0.5742,0.5183,0.6788,0.0319
2,capsule,100.00,0.4268,0.4759,0.8123,0.0097
3,carpet,100.00,0.3596,0.5390,0.7261,0.0211
4,grid,100.00,0.7176,0.8540,0.8898,0.0799
5,hazelnut,100.00,0.5143,0.6202,0.6270,0.0474
6,leather,100.00,0.4749,0.6170,0.7416,0.0237
7,metal_nut,100.00,0.4404,0.6103,0.8233,0.1447
8,pill,100.00,0.3121,0.4926,0.7914,0.0379
9,screw,100.00,0.4644,0.1412,0.7106,0.0014
10,tile,100.00,0.5610,0.6363,0.7673,0.1391
11,toothbrush,100.00,0.4806,0.4344,0.7881,0.0123
12,transistor,100.00,0.6146,0.6930,0.6125,0.1263
13,wood,100.00,0.5991,0.5198,0.8644,0.0672
14,zipper,100.00,0.8561,0.4534,0.9591,0.0190
Mean,Overall,100.00,0.5597*,0.5724*,0.7861*,0.0964*
