timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-07 14:55:38,6,59,1.0,0.9829306872273788,1.0,0.9806971514242878,0.9694140016481483,1.0,0.9704826485839649,0.9873682264342664,1.0,0.9923756019261637,0.9895048310211295,1.0,0.9741019214703426,0.9750141919960001,1.0,0.9992857142857142,0.9872321083032182,1.0,1.0,0.9921349576863427,1.0,0.9881347196700677,0.9833712863309263,1.0
