timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-29 02:08:22,3,39,1.0,0.9606157527913035,1.0,0.9164578111946533,0.8994362941556382,1.0,0.79625,0.9468772386426556,1.0,0.3752818200450912,0.7998585520944645,1.0,0.7719974078099361,0.9016969594210156,1.0
