timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-05 18:05:28,1,59,1.0,0.982083541735788,1.0,0.9878185907046476,0.9774556578199443,1.0,0.9939092953523239,0.9797695997778662,1.0
