Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9821,1.0000,0.7014
1,cable,100.00,0.9878,0.9775,0.9938,0.5845
2,capsule,100.00,0.9713,0.9861,0.9935,0.3644
3,carpet,100.00,0.9932,0.9881,0.9980,0.5436
4,grid,100.00,0.9841,0.9769,0.9945,0.2427
5,hazelnut,100.00,0.9989,0.9846,0.9994,0.5203
6,leather,100.00,1.0000,0.9915,1.0000,0.3725
7,metal_nut,100.00,1.0000,0.9728,1.0000,0.7620
8,pill,100.00,0.9924,0.9892,0.9987,0.7707
9,screw,100.00,0.9127,0.9824,0.9627,0.1879
10,tile,100.00,1.0000,0.9614,1.0000,0.6022
11,toothbrush,100.00,0.9000,0.9839,0.9544,0.4609
12,transistor,100.00,0.9900,0.9689,0.9806,0.6411
13,wood,100.00,0.9877,0.9396,0.9962,0.4229
14,zipper,100.00,0.9950,0.9764,0.9987,0.3634
Mean,Overall,100.00,0.9809*,0.9774*,0.9914*,0.5027*
