metric,value
experiment_name,Version5-RotationAug_noPE
strategy,MoLE-Flow
final_average_img_auc,0.3082598893215823
final_average_pixel_auc,0.7402609396732207
final_average_img_ap,0.6752431959432338
final_average_pixel_ap,0.008185662919555133
total_classes,1
total_tasks,1
final_routing_accuracy,1.0
---ablation_config---,
use_lora,True
use_router,True
use_task_adapter,True
use_pos_embedding,False
use_task_bias,True
use_mahalanobis,True
---class_results---,
screw_img_auc,0.3082598893215823
screw_pixel_auc,0.7402609396732207
screw_img_ap,0.6752431959432338
screw_pixel_ap,0.008185662919555133
---additional_metrics---,
overall_routing_accuracy,1.0
task_0_routing_accuracy,1.0
oracle_mean_img_auc,0.3082598893215823
oracle_mean_pixel_auc,0.7402609396732207
