Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9845,1.0000,0.7468
1,cable,100.00,0.9884,0.9726,0.9938,0.6234
2,capsule,100.00,0.9529,0.9865,0.9896,0.4107
3,carpet,100.00,0.9920,0.9903,0.9977,0.6488
4,grid,100.00,0.9875,0.9765,0.9956,0.2609
5,hazelnut,100.00,0.9989,0.9864,0.9994,0.5707
6,leather,100.00,1.0000,0.9927,1.0000,0.4169
7,metal_nut,100.00,1.0000,0.9714,1.0000,0.7587
8,pill,100.00,0.9937,0.9896,0.9989,0.8106
9,screw,100.00,0.9074,0.9769,0.9598,0.2089
10,tile,100.00,1.0000,0.9700,1.0000,0.7278
11,toothbrush,100.00,0.9056,0.9834,0.9575,0.5998
12,transistor,100.00,0.9921,0.9691,0.9847,0.6588
13,wood,100.00,0.9798,0.9444,0.9934,0.4849
14,zipper,100.00,0.9882,0.9741,0.9968,0.3716
Mean,Overall,100.00,0.9791*,0.9779*,0.9911*,0.5533*
